row_number	total_rows	total_tokens	HARM_CATEGORY_SEXUALLY_EXPLICIT	HARM_CATEGORY_HATE_SPEECH	HARM_CATEGORY_HARASSMENT	HARM_CATEGORY_DANGEROUS_CONTENT
1806	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1807	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1808	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1809	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1810	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1811	3992	120	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1812	3992	129	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1813	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1814	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1815	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1816	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1817	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1818	3992	136	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1819	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1820	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1821	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1822	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1823	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1824	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1825	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1826	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1827	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1828	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1829	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1830	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1831	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1832	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1833	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1834	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1835	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1836	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1837	3992	128	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1838	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1839	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1840	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1841	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1842	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1843	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1844	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1845	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1846	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1847	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1848	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1849	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1850	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1851	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1852	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1853	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1854	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1855	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1856	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1857	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1858	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1859	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1860	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1861	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1862	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1863	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1864	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1865	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1866	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1867	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1868	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1869	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1870	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1871	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1872	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1873	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1874	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1875	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1876	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1877	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1878	3992	91	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1879	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1880	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1881	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1882	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1883	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1884	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1885	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1886	3992	118	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1887	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1888	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1889	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1890	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1891	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1892	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1893	3992	92	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1894	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1895	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1896	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1897	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1898	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1899	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1900	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1901	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1902	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1903	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1904	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1905	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1906	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1907	3992	117	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1908	3992	89	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1909	3992	83	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1910	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1911	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1912	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1913	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1914	3992	129	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1915	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1916	3992	85	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1917	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1918	3992	116	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1919	3992	163	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1920	3992	132	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1921	3992	160	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1922	3992	81	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1923	3992	96	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1924	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1925	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1926	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1927	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1928	3992	97	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1929	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1930	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1931	3992	93	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1932	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1933	3992	90	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1934	3992	104	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1935	3992	74	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1936	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1937	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1938	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1939	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1940	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1941	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1942	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1943	3992	146	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1944	3992	67	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1945	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1946	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1947	3992	67	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1948	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1949	3992	72	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
1950	3992	59	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1951	3992	57	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1952	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1953	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1954	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1955	3992	69	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1956	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1957	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1958	3992	56	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1959	3992	77	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1960	3992	55	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1961	3992	59	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1962	3992	57	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1963	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1964	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1965	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1966	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1967	3992	59	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1968	3992	54	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1969	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1970	3992	79	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1971	3992	65	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1972	3992	61	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1973	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1974	3992	56	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1975	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1976	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1977	3992	55	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1978	3992	60	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1979	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1980	3992	57	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1981	3992	69	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1982	3992	63	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1983	3992	55	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1984	3992	63	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1985	3992	74	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1986	3992	64	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1987	3992	59	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1988	3992	66	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1989	3992	60	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1990	3992	61	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1991	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1992	3992	70	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
1993	3992	58	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1994	3992	66	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
1995	3992	59	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1996	3992	60	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1997	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1998	3992	62	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
1999	3992	55	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2000	3992	57	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2001	3992	56	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2002	3992	64	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2003	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2004	3992	63	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2005	3992	70	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2006	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2007	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2008	3992	112	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2009	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2010	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2011	3992	80	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2012	3992	73	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2013	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2014	3992	138	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2015	3992	152	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2016	3992	98	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2017	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2018	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2019	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2020	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2021	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2022	3992	106	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2023	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2024	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2025	3992	122	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2026	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2027	3992	114	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2028	3992	119	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2029	3992	1756	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2030	3992	2002	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2031	3992	2004	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2032	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2033	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2034	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2035	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2036	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2037	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2038	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2039	3992	115	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2040	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2041	3992	110	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2042	3992	356	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2043	3992	370	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2044	3992	321	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2045	3992	347	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2046	3992	78	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2047	3992	185	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2048	3992	107	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2049	3992	111	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2050	3992	127	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2051	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2052	3992	105	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2053	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2054	3992	94	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2055	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2056	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2057	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2058	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2059	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2060	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2061	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2062	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2063	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2064	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2056	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2057	3992	87	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2058	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2059	3992	88	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2060	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2061	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2062	3992	82	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2063	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2064	3992	99	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2065	3992	95	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2066	3992	113	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2067	3992	84	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2068	3992	76	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2069	3992	86	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2070	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2071	3992	109	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2072	3992	100	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2073	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2074	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2075	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2076	3992	108	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2077	3992	102	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2078	3992	103	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2079	3992	101	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2080	3992	243	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	MEDIUM
2081	3992	160	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2082	3992	130	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2083	3992	204	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2084	3992	169	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2085	3992	168	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	LOW
2086	3992	291	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	HIGH
2087	3992	866	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2088	3992	170	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
2089	3992	259	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE	NEGLIGIBLE
